feature	cluster	CMC_score
hsa-mir-450a-2	KICH	0.0
hsa-mir-455	KICH	2.5
hsa-mir-483	KICH	2.0
hsa-mir-487b	KICH	0.0
hsa-mir-493	KICH	0.0
hsa-mir-495	KICH	1.0
hsa-mir-497	KICH	3.5
hsa-mir-505	KICH	0.5
hsa-mir-542	KICH	1.0
hsa-mir-550a-1	KICH	0.0
hsa-mir-550a-2	KICH	0.0
hsa-mir-550a-3	KICH	0.0
hsa-mir-576	KICH	0.0
hsa-mir-582	KICH	0.0
hsa-mir-589	KICH	1.0
hsa-mir-598	KICH	0.0
hsa-mir-615	KICH	1.0
hsa-mir-616	KICH	0.0
hsa-mir-651	KICH	0.0
hsa-mir-654	KICH	0.0
hsa-mir-671	KICH	0.0
hsa-mir-675	KICH	0.0
hsa-mir-744	KICH	0.0
hsa-mir-758	KICH	0.0
hsa-mir-766	KICH	0.0
hsa-mir-874	KICH	1.0
hsa-mir-885	KICH	0.0
hsa-mir-887	KICH	0.0
hsa-mir-888	KICH	0.0
hsa-mir-889	KICH	0.0
hsa-mir-890	KICH	0.0
hsa-mir-892a	KICH	0.0
hsa-mir-892b	KICH	0.0
hsa-mir-93	KICH	3.0
hsa-mir-934	KICH	0.0
hsa-mir-942	KICH	1.0
hsa-mir-95	KICH	1.0
hsa-mir-96	KICH	3.5
hsa-mir-98	KICH	2.0
hsa-mir-99a	KICH	5.0
hsa-let-7c	KICH	5.0
hsa-let-7e	KICH	3.5
hsa-mir-101-1	KIRC	6.0
hsa-mir-101-2	KIRC	6.0
hsa-mir-103a-1	KIRC	3.0
hsa-mir-103a-2	KIRC	3.0
hsa-mir-106a	KIRC	2.0
hsa-mir-106b	KIRC	5.0
hsa-mir-10a	KIRC	3.0
hsa-mir-10b	KIRC	5.0
hsa-mir-1-1	KIRC	4.0
hsa-mir-1-2	KIRC	4.0
hsa-mir-122	KIRC	3.5
hsa-mir-1249	KIRC	0.0
hsa-mir-1251	KIRC	0.0
hsa-mir-125a	KIRC	4.0
hsa-mir-125b-1	KIRC	4.0
hsa-mir-125b-2	KIRC	4.0
hsa-mir-126	KIRC	5.0
hsa-mir-127	KIRC	1.5
hsa-mir-1270	KIRC	0.0
hsa-mir-1271	KIRC	1.0
hsa-mir-1277	KIRC	0.0
hsa-mir-128-1	KIRC	3.5
hsa-mir-128-2	KIRC	3.5
hsa-mir-1287	KIRC	0.0
hsa-mir-129-1	KIRC	2.5
hsa-mir-129-2	KIRC	2.5
hsa-mir-1296	KIRC	1.0
hsa-mir-1301	KIRC	0.0
hsa-mir-130a	KIRC	2.5
hsa-mir-130b	KIRC	3.0
hsa-mir-133a-1	KIRC	4.5
hsa-mir-133a-2	KIRC	4.5
hsa-mir-134	KIRC	1.0
hsa-mir-135a-1	KIRC	2.0
hsa-mir-135a-2	KIRC	2.0
hsa-mir-135b	KIRC	2.5
hsa-mir-136	KIRC	0.5
hsa-mir-138-1	KIRC	2.0
hsa-mir-138-2	KIRC	2.0
hsa-mir-139	KIRC	4.0
hsa-mir-140	KIRC	4.0
hsa-mir-141	KIRC	4.5
hsa-mir-142	KIRC	4.0
hsa-mir-143	KIRC	6.0
hsa-mir-144	KIRC	3.0
hsa-mir-146a	KIRC	3.5
hsa-mir-146b	KIRC	2.5
hsa-mir-148a	KIRC	3.0
hsa-mir-148b	KIRC	2.0
hsa-mir-149	KIRC	2.0
hsa-mir-150	KIRC	4.0
hsa-mir-151a	KIRC	1.5
hsa-mir-152	KIRC	3.0
hsa-mir-154	KIRC	0.5
hsa-mir-155	KIRC	5.5
hsa-mir-15a	KIRC	5.0
hsa-mir-15b	KIRC	4.0
hsa-mir-16-1	KIRC	6.0
hsa-mir-16-2	KIRC	5.0
hsa-mir-17	KIRC	5.0
hsa-mir-181a-1	KIRC	5.0
hsa-mir-181a-2	KIRC	5.0
hsa-mir-181b-1	KIRC	4.0
hsa-mir-181b-2	KIRC	4.0
hsa-mir-181c	KIRC	2.5
hsa-mir-181d	KIRC	1.5
hsa-mir-183	KIRC	4.5
hsa-mir-184	KIRC	0.5
hsa-mir-185	KIRC	1.5
hsa-mir-186	KIRC	0.5
hsa-mir-187	KIRC	0.0
hsa-mir-188	KIRC	0.5
hsa-mir-18a	KIRC	4.0
hsa-mir-193a	KIRC	2.5
hsa-mir-195	KIRC	4.5
hsa-mir-196a-1	KIRC	1.0
hsa-mir-196a-2	KIRC	1.0
hsa-mir-196b	KIRC	0.5
hsa-mir-197	KIRC	0.0
hsa-mir-199a-1	KIRC	5.0
hsa-mir-199a-2	KIRC	5.0
hsa-mir-199b	KIRC	3.0
hsa-mir-19a	KIRC	5.0
hsa-mir-19b-1	KIRC	4.0
hsa-mir-200a	KIRC	4.5
hsa-mir-200b	KIRC	4.5
hsa-mir-200c	KIRC	4.5
hsa-mir-203a	KIRC	4.5
hsa-mir-204	KIRC	3.0
hsa-mir-206	KIRC	2.0
hsa-mir-20a	KIRC	4.5
hsa-mir-20b	KIRC	0.5
hsa-mir-21	KIRC	7.0
hsa-mir-210	KIRC	3.5
hsa-mir-2114	KIRC	0.0
hsa-mir-214	KIRC	4.0
hsa-mir-215	KIRC	2.0
hsa-mir-216a	KIRC	0.5
hsa-mir-216b	KIRC	0.5
hsa-mir-217	KIRC	0.5
hsa-mir-218-1	KIRC	3.0
hsa-mir-218-2	KIRC	3.0
hsa-mir-223	KIRC	4.0
hsa-mir-224	KIRC	3.5
hsa-mir-2277	KIRC	0.0
hsa-mir-2355	KIRC	1.0
hsa-mir-23a	KIRC	3.5
hsa-mir-23b	KIRC	3.0
hsa-mir-24-1	KIRC	3.0
hsa-mir-25	KIRC	4.0
hsa-mir-26a-1	KIRC	6.0
hsa-mir-27a	KIRC	4.0
hsa-mir-27b	KIRC	3.5
hsa-mir-28	KIRC	3.0
hsa-mir-299	KIRC	0.5
hsa-mir-29a	KIRC	4.5
hsa-mir-3065	KIRC	0.0
hsa-mir-30a	KIRC	5.5
hsa-mir-30b	KIRC	3.0
hsa-mir-30c-1	KIRC	4.5
hsa-mir-30c-2	KIRC	4.5
hsa-mir-31	KIRC	5.0
hsa-mir-3127	KIRC	0.0
hsa-mir-3130-1	KIRC	0.0
hsa-mir-3130-2	KIRC	0.0
hsa-mir-3200	KIRC	0.0
hsa-mir-320c-1	KIRC	0.0
hsa-mir-320c-2	KIRC	0.0
hsa-mir-323a	KIRC	0.0
hsa-mir-323b	KIRC	0.0
hsa-mir-328	KIRC	1.5
hsa-mir-330	KIRC	1.0
hsa-mir-331	KIRC	2.0
hsa-mir-335	KIRC	3.5
hsa-mir-337	KIRC	1.5
hsa-mir-338	KIRC	1.5
hsa-mir-33a	KIRC	1.5
hsa-mir-33b	KIRC	0.0
hsa-mir-340	KIRC	0.5
hsa-mir-342	KIRC	3.5
hsa-mir-34a	KIRC	5.0
hsa-mir-3605	KIRC	0.0
hsa-mir-361	KIRC	1.5
hsa-mir-3613	KIRC	0.0
hsa-mir-362	KIRC	1.5
hsa-mir-363	KIRC	1.0
hsa-mir-365a	KIRC	1.5
hsa-mir-3677	KIRC	0.0
hsa-mir-369	KIRC	0.0
hsa-mir-3690-1	KIRC	0.0
hsa-mir-370	KIRC	0.5
hsa-mir-374a	KIRC	0.0
hsa-mir-374b	KIRC	0.0
hsa-mir-375	KIRC	4.0
hsa-mir-376a-1	KIRC	0.0
hsa-mir-376a-2	KIRC	0.0
hsa-mir-376c	KIRC	0.0
hsa-mir-379	KIRC	1.0
hsa-mir-381	KIRC	0.0
hsa-mir-3928	KIRC	0.0
hsa-mir-409	KIRC	0.0
hsa-mir-411	KIRC	0.0
hsa-mir-423	KIRC	2.5
hsa-mir-429	KIRC	1.0
hsa-mir-431	KIRC	0.0
hsa-mir-433	KIRC	0.0
hsa-mir-452	KIRC	0.0
hsa-mir-454	KIRC	0.0
hsa-mir-455	KIRC	2.5
hsa-mir-483	KIRC	2.0
hsa-mir-485	KIRC	0.0
hsa-mir-486-1	KIRC	2.0
hsa-mir-486-2	KIRC	2.0
hsa-mir-487b	KIRC	0.0
hsa-mir-493	KIRC	0.0
hsa-mir-495	KIRC	1.0
hsa-mir-497	KIRC	3.5
hsa-mir-500a	KIRC	0.0
